no.,x,y,t
0,-0.40388059476711,-0.676465635632185,0
1,-0.237513131273653,-1.47413788093664,0
2,0.646781718442582,0.980323655654473,1
3,1.53315236657675,-1.9553670092009,0
4,0.539168640980937,-1.2095939772505,0
5,0.91852807852765,-1.56105647206204,0
6,-1.09048328591324,-2.05605658046519,0
7,-0.758685932501089,-1.23873164655229,0
8,-0.185348924038678,-2.11534057173887,0
9,-1.04901040686433,0.772968975552365,1
10,0.124772598857643,0.970877714386393,1
11,0.630676877745836,1.15463055803879,1
12,0.567744681793198,-0.76152969491362,0
13,-0.199908187042278,0.95060777165866,1
14,-0.732519574352219,-1.63832438858771,0
15,-0.814530432630795,1.16525375051506,1
16,-1.61200647917606,-1.29014179832197,0
17,-0.220671960811755,-1.3291297097656,0
18,-0.6917216648694,-1.40259426239443,0
19,0.90788176583613,0.810459253818637,1
20,0.785204742386954,1.10978689345066,1
21,0.846946297707261,-0.947092183097574,0
22,-0.041394317712085,-0.914973048708947,0
23,0.962074848415197,-0.591782010437118,0
24,2.73404173596266,1.21404838428891,1
25,0.680060189358904,-1.43123669750078,0
26,-1.4696114664565,-1.55441332207637,0
27,1.13956074081853,0.863007145302616,1
28,1.13409757074759,-0.765061671311077,0
29,-0.488181273383771,-1.28705837781662,0
30,0.775222798917546,-0.123159146056383,0
31,1.07555111208827,0.924174598882023,1
32,-0.974352551223235,1.02360413568855,1
33,-0.454271763664316,0.825994005678728,1
34,0.841894921024403,1.05504197865766,1
35,-1.05728181584733,-1.37886912480111,0
36,-0.933391968835111,-0.374379670214588,0
37,-0.25203123614168,-1.07811481652223,0
38,0.255625644622273,-0.371291707034036,0
39,-0.357138918843808,1.08917261451115,1
40,0.299657493291135,-1.87917650669917,0
41,-0.005386678463888,-0.824792198769274,0
42,-0.218687279692538,1.0440489803138,1
43,1.4189832432532,1.01279377666884,1
44,0.498788983949748,-1.26029789698346,0
45,-1.00993684748444,-0.383105058348239,0
46,-1.17773703296613,-0.905715258938327,0
47,0.229239021417389,0.760266576622085,1
48,-0.185971634349024,0.953782460321955,1
49,-1.10594272506023,0.864172207769086,1
50,0.262302583458891,1.02182264739839,1
51,-1.64235679669145,0.845646282405407,1
52,0.238704811327566,-0.471021843712282,0
53,-0.800764557000921,-1.83614540539662,0
54,-0.07287968280098,0.231847388823139,0
55,0.283113042026757,-1.4777095954194,0
56,1.14812882637757,1.02702020865943,1
57,-0.099761524131573,-1.32208297156833,0
58,-0.57853663609642,1.14987892442107,1
59,0.393267722243343,-1.54784488409777,0
60,-0.945036961400879,-1.55671991639508,0
61,0.816209510639448,-1.93385946575051,0
62,0.945863702459706,1.09791051926303,1
63,-1.36351479384164,-1.50826398449425,0
64,0.838692231345734,1.22372640196745,1
65,-0.316646495693015,-1.3316614209867,0
66,1.66463552516379,-1.15257430000055,0
67,-1.03101055619084,1.13627856728987,1
68,-0.256147805692405,1.00543606764358,1
69,1.57641873561534,-1.26772166986584,0
70,-2.44867079081523,-1.62805800987172,0
71,0.692776550749126,-0.74633451797307,0
72,-0.708146568562673,-1.55249500882588,0
73,0.361992480451249,-1.00692342493278,0
74,-1.12205723447496,1.03287869886373,1
75,1.12718633382848,0.871391288443143,1
76,1.48159486155932,0.852607744689091,1
77,-1.7505413334202,0.398844719469109,0
78,-0.340523988785888,-1.39679330281101,0
79,0.530939708248436,-1.43337499733055,0
80,-1.23693144598424,-0.982934608440448,0
81,0.154188218468963,0.822818951333516,1
82,-0.400896023986099,0.873031786861432,1
83,0.677057949692175,-0.620339860395458,0
84,-0.997580586850645,1.05709750108463,1
85,-0.565496897374158,-0.78885786484095,0
86,-0.120992131842113,-0.750033327648495,0
87,-0.45983327842844,-0.286428276815321,0
88,0.258770345150925,-1.26280866138951,0
89,0.793425995695867,-1.45749487249927,0
90,0.346722645763089,-1.01216902072859,0
91,-1.28655581269884,-1.09614287050459,0
92,0.822184985905832,1.29442028710321,1
93,-0.76804634830061,-1.47230743619987,0
94,-1.67075870785816,-0.572507667270307,0
95,-1.70642770864941,-1.54657017477768,0
96,-2.12106059836344,1.05582375530728,1
97,-1.23685910406186,-0.845960615239439,0
98,-0.252422378048002,0.974669484163876,1
99,-1.56508336241115,0.777275172695389,1
100,-0.566429936545982,-0.401746367598139,0
101,0.517863147157235,-1.05397551999569,0
102,-1.27454188843554,1.11307507143171,1
103,1.24059930145169,0.986964606592576,1
104,0.761424454603591,0.933355905954834,1
105,-0.458613661279746,-1.68130031963208,0
106,-0.633979838505566,-1.29051158552021,0
107,-0.337634988035395,-1.57627647622944,0
108,0.901142525190073,0.990729967942099,1
109,-0.068992603573633,0.917526214457078,1
110,-0.425380648594209,-0.489874131301448,0
111,0.240530820493397,1.04379132110295,1
112,-2.030750847463,0.945583434356011,1
113,-2.68324242210686,-1.91097331524516,0
114,-1.42379478397367,-0.657008573033883,0
115,0.20962508935368,0.930037965236715,1
116,2.02633713912775,-1.10080898230803,0
117,1.12623088803756,-1.8022448444448,0
118,-2.02563135701439,0.790740505163183,1
119,-1.09844383336372,-1.02054176639812,0
120,2.05821510020622,-1.54328293666246,0
121,-0.046135381088791,0.833191296722876,1
122,0.20527157547967,0.961655622328828,1
123,0.607308658864859,0.847687341400811,1
124,0.379429818124038,-0.688245373165233,0
125,-1.73390499971527,-0.192845995085252,0
126,0.050907572954823,-1.01425970810945,0
127,0.77646484868567,0.801335201371103,1
128,1.04294119900285,-0.654915929807247,0
129,1.18084457475324,-0.679302797564621,0
130,0.033854800879738,-1.46749458648191,0
131,0.711398905103976,0.920957831921065,1
